plan,switches,total_price,full_price,nights_private_bathroom,nights_private_bath_and_kitchen,segment_detail,label,equivalent_alternatives,warning
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 3 (Jul 23–Jul 28) → Room 9 (Jul 28–Aug 12),6,4051.6,6125.0,50,29,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 13 nights × avg £120.00, 35% off = £1014.00 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 3: 5 nights × avg £91.00, 32% off = £309.40 | Room 9: 15 nights × avg £115.67, 35% off = £1127.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 28) → Room 9 (Jul 28–Aug 12),6,4054.25,6085.0,52,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 4 nights × avg £112.50, 26% off = £333.00 | Room 3: 3 nights × avg £141.67, 26% off = £314.50 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 15 nights × avg £91.33, 35% off = £890.50 | Room 9: 15 nights × avg £115.67, 35% off = £1127.75",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 28) → Room 9 (Jul 28–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 28) → Room 9 (Jul 28–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 29) → Room 9 (Jul 29–Aug 12),6,4057.15,6125.0,54,23,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 2 nights × avg £115.00, 20% off = £184.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 16 nights × avg £91.56, 35% off = £952.25 | Room 9: 14 nights × avg £115.71, 35% off = £1053.00",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 29) → Room 9 (Jul 29–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 29) → Room 9 (Jul 29–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 12),6,4060.0,6125.0,48,31,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 14 nights × avg £118.93, 35% off = £1082.25 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 2 nights × avg £75.00, 20% off = £120.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 3) → Room 7 (Jul 3–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 31) → Room 9 (Jul 31–Aug 12),6,4060.4,6120.0,55,20,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 5 nights × avg £146.00, 32% off = £496.40 | Room 7: 1 night × avg £115.00, 0% off = £115.00 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 20 nights × avg £94.25, 35% off = £1225.25 | Room 9: 12 nights × avg £116.25, 35% off = £906.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 3 (Jul 23–Jul 29) → Room 9 (Jul 29–Aug 12),6,4060.9,6140.0,51,28,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 14 nights × avg £121.79, 35% off = £1108.25 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 3: 6 nights × avg £91.67, 32% off = £374.00 | Room 9: 14 nights × avg £115.71, 35% off = £1053.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 7 (Jul 1–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 27) → Room 9 (Jul 27–Aug 12),6,4063.85,6115.0,53,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 7: 3 nights × avg £111.67, 26% off = £247.90 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 16 nights × avg £94.69, 35% off = £984.75 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 2) → Room 3 (Jul 2–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 28) → Room 9 (Jul 28–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 12),6,4064.0,6100.0,52,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 4 nights × avg £112.50, 26% off = £333.00 | Room 3: 3 nights × avg £141.67, 26% off = £314.50 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 14 nights × avg £91.43, 35% off = £832.00 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 28) → Room 9 (Jul 28–Aug 12),6,4070.15,6145.0,54,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 2 nights × avg £115.00, 20% off = £184.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 15 nights × avg £91.33, 35% off = £890.50 | Room 9: 15 nights × avg £115.67, 35% off = £1127.75",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 28) → Room 9 (Jul 28–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 28) → Room 9 (Jul 28–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 3 (Jul 23–Jul 28) → Room 9 (Jul 28–Aug 12),6,4071.05,6160.0,51,29,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 14 nights × avg £121.79, 35% off = £1108.25 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 3: 5 nights × avg £91.00, 32% off = £309.40 | Room 9: 15 nights × avg £115.67, 35% off = £1127.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 18) → Room 9 (Jul 18–Jul 24) → Room 7 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 12),6,4073.35,6140.0,48,32,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 13 nights × avg £120.00, 35% off = £1014.00 | Room 9: 6 nights × avg £107.50, 32% off = £438.60 | Room 7: 2 nights × avg £75.00, 20% off = £120.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 3) → Room 7 (Jul 3–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 30) → Room 9 (Jul 30–Aug 12),6,4073.4,6140.0,55,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 5 nights × avg £146.00, 32% off = £496.40 | Room 7: 1 night × avg £115.00, 0% off = £115.00 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 19 nights × avg £94.47, 35% off = £1166.75 | Room 9: 13 nights × avg £115.77, 35% off = £978.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 2) → Room 3 (Jul 2–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 27) → Room 9 (Jul 27–Aug 12),6,4073.6,6130.0,53,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 3 nights × avg £113.33, 26% off = £251.60 | Room 3: 3 nights × avg £141.67, 26% off = £314.50 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 15 nights × avg £93.00, 35% off = £906.75 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 3 (Jul 24–Jul 27) → Room 9 (Jul 27–Aug 12),6,4075.7,6145.0,50,30,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 14 nights × avg £118.93, 35% off = £1082.25 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 3: 3 nights × avg £93.33, 26% off = £207.20 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 26) → Room 9 (Jul 26–Aug 12),6,4077.0,6120.0,52,26,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 4 nights × avg £112.50, 26% off = £333.00 | Room 3: 3 nights × avg £141.67, 26% off = £314.50 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 13 nights × avg £91.54, 35% off = £773.50 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 26) → Room 9 (Jul 26–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 3) → Room 3 (Jul 3–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 26) → Room 9 (Jul 26–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 12),6,4079.45,6160.0,49,31,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 15 nights × avg £120.67, 35% off = £1176.50 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 2 nights × avg £75.00, 20% off = £120.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 12),6,4079.9,6160.0,54,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 2 nights × avg £115.00, 20% off = £184.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 14 nights × avg £91.43, 35% off = £832.00 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 3 (Jul 23–Jul 26) → Room 9 (Jul 26–Aug 12),6,4085.45,6160.0,50,31,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 13 nights × avg £120.00, 35% off = £1014.00 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 3: 3 nights × avg £91.67, 26% off = £203.50 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 3) → Room 7 (Jul 3–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 29) → Room 9 (Jul 29–Aug 12),6,4086.4,6160.0,55,22,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 5 nights × avg £146.00, 32% off = £496.40 | Room 7: 1 night × avg £115.00, 0% off = £115.00 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 18 nights × avg £94.44, 35% off = £1105.00 | Room 9: 14 nights × avg £115.71, 35% off = £1053.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 2) → Room 3 (Jul 2–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 26) → Room 9 (Jul 26–Aug 12),6,4086.6,6150.0,53,26,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 3 nights × avg £113.33, 26% off = £251.60 | Room 3: 3 nights × avg £141.67, 26% off = £314.50 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 14 nights × avg £93.21, 35% off = £848.25 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 18) → Room 9 (Jul 18–Jul 24) → Room 7 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 12),6,4092.8,6175.0,49,32,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 14 nights × avg £121.79, 35% off = £1108.25 | Room 9: 6 nights × avg £107.50, 32% off = £438.60 | Room 7: 2 nights × avg £75.00, 20% off = £120.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 26) → Room 9 (Jul 26–Aug 12),6,4092.9,6180.0,54,26,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 2 nights × avg £115.00, 20% off = £184.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 13 nights × avg £91.54, 35% off = £773.50 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 26) → Room 9 (Jul 26–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 26) → Room 9 (Jul 26–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 3 (Jul 24–Jul 27) → Room 9 (Jul 27–Aug 12),6,4095.15,6180.0,51,30,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 15 nights × avg £120.67, 35% off = £1176.50 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 3: 3 nights × avg £93.33, 26% off = £207.20 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 3) → Room 7 (Jul 3–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 28) → Room 9 (Jul 28–Aug 12),6,4099.4,6180.0,55,23,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 5 nights × avg £146.00, 32% off = £496.40 | Room 7: 1 night × avg £115.00, 0% off = £115.00 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 17 nights × avg £94.41, 35% off = £1043.25 | Room 9: 15 nights × avg £115.67, 35% off = £1127.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 3 (Jul 23–Jul 26) → Room 9 (Jul 26–Aug 12),6,4104.9,6195.0,51,31,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 14 nights × avg £121.79, 35% off = £1108.25 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 3: 3 nights × avg £91.67, 26% off = £203.50 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 18) → Room 9 (Jul 18–Jul 24) → Room 3 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 12),6,4105.35,6180.0,50,32,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 13 nights × avg £120.00, 35% off = £1014.00 | Room 9: 6 nights × avg £107.50, 32% off = £438.60 | Room 3: 2 nights × avg £95.00, 20% off = £152.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 3) → Room 7 (Jul 3–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 27) → Room 9 (Jul 27–Aug 12),6,4109.15,6195.0,55,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 5 nights × avg £146.00, 32% off = £496.40 | Room 7: 1 night × avg £115.00, 0% off = £115.00 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 16 nights × avg £94.69, 35% off = £984.75 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 3) → Room 7 (Jul 3–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 26) → Room 9 (Jul 26–Aug 12),6,4122.15,6215.0,55,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 5 nights × avg £146.00, 32% off = £496.40 | Room 7: 1 night × avg £115.00, 0% off = £115.00 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 15 nights × avg £95.00, 35% off = £926.25 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 18) → Room 9 (Jul 18–Jul 24) → Room 3 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 12),6,4124.8,6215.0,51,32,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 14 nights × avg £121.79, 35% off = £1108.25 | Room 9: 6 nights × avg £107.50, 32% off = £438.60 | Room 3: 2 nights × avg £95.00, 20% off = £152.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 26) → Room 9 (Jul 26–Aug 12),6,4132.65,6200.0,52,27,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 2 nights × avg £115.00, 20% off = £184.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 20 nights × avg £109.00, 35% off = £1417.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 2) → Room 3 (Jul 2–Jul 5) → Room 8 (Jul 5–Jul 26) → Room 9 (Jul 26–Aug 12),6,4149.6,6200.0,53,27,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 2 nights × avg £70.00, 20% off = £112.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 3 nights × avg £113.33, 26% off = £251.60 | Room 3: 3 nights × avg £141.67, 26% off = £314.50 | Room 8: 21 nights × avg £110.71, 35% off = £1511.25 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",,,UNALLOCATED bookings overlap this range (9)
